molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL492960,CN/C(=N/C#N)N1CCC(CCN2[C@@H]3CC[C@H]2C[C@@H](n2c(C)nc4ccccc42)C3)(c2ccccc2)CC1,11.0,active
CHEMBL508250,Cc1nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2ccccc2)CCN(/C(=N\C#N)N2CCOCC2)CC1,5.0,active
CHEMBL443936,Cc1nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2ccccc2)CCN(C(C(=O)O)c2ccccc2)CC1,8.0,active
CHEMBL499109,COc1ccc(C(C(=O)O)N2CCC(CCN3[C@@H]4CC[C@H]3C[C@@H](n3c(C)nc5ccccc53)C4)(c3ccccc3)CC2)cc1,7.0,active
CHEMBL505443,Cc1nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2cccc(F)c2)CCN(C(C(=O)O)c2ccc(F)cc2)CC1,4.0,active
CHEMBL443106,Cc1nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2ccccc2)CCN(C(C(=O)O)c2ccc3c(c2)OCO3)CC1,7.0,active
CHEMBL442619,Cc1cccc(C)c1C(C(=O)O)N1CCC(CCN2[C@@H]3CC[C@H]2C[C@@H](n2c(C)nc4ccccc42)C3)(c2ccccc2)CC1,5.0,active
CHEMBL508114,Cc1cccc(C(C(=O)O)N2CCC(CCN3[C@@H]4CC[C@H]3C[C@@H](n3c(C)nc5ccccc53)C4)(c3ccccc3)CC2)c1C,3.0,active
CHEMBL452913,Cc1nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2ccccc2)CCN(C(C(=O)O)c2ccc(Cl)s2)CC1,23.0,active
CHEMBL444497,COC(=O)C(c1ccc(F)cc1)N1CCC(CCN2[C@@H]3CC[C@H]2C[C@@H](n2c(C)nc4ccccc42)C3)(c2ccccc2)CC1,0.9,active
CHEMBL500824,COC(=O)C(c1cccc(C)c1C)N1CCC(CCN2[C@@H]3CC[C@H]2C[C@@H](n2c(C)nc4ccccc42)C3)(c2ccccc2)CC1,13.0,active
CHEMBL506273,COC(=O)C(c1ccccc1)N1CCC(CCN2[C@@H]3CC[C@H]2C[C@@H](n2c(C)nc4ccccc42)C3)(c2ccccc2)CC1,5.0,active
CHEMBL1201187,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,0.2,active
CHEMBL473558,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CCCC2)c2ccccc2)CC1,0.137,active
CHEMBL489513,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CC(F)(F)C2)c2ccccc2)CC1,0.38,active
CHEMBL473759,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CCCCC2)c2ccccc2)CC1,0.513,active
CHEMBL522259,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CCC(F)(F)CC2)c2ccccc2)CC1,0.84,active
CHEMBL474154,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C(C)C)c2ccccc2)CC1,3.11,active
CHEMBL515261,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)CC2CC2)c2ccccc2)CC1,3.16,active
CHEMBL472953,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CC2)c2ccccc2)CC1,3.93,active
CHEMBL523267,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CC[S+]([O-])CC2)c2ccccc2)CC1,4.87,active
CHEMBL491153,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CCS(=O)(=O)CC2)c2ccccc2)CC1,6.12,active
CHEMBL491154,CC(=O)N1CCC(C(=O)N[C@@H](CC(C)N2CCC(n3c(C)nnc3C(C)C)CC2)c2ccccc2)CC1,28.7,active
CHEMBL473353,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)COCC(F)(F)F)c2ccccc2)CC1,52.8,active
CHEMBL473352,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)CC(F)(F)F)c2ccccc2)CC1,85.3,active
CHEMBL473348,CC(=O)N[C@@H](CC(C)N1CCC(n2c(C)nnc2C(C)C)CC1)c1ccccc1,89.2,active
CHEMBL514000,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CCOCC2)c2ccccc2)CC1,164.0,active
CHEMBL489323,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)N2CCOCC2)c2ccccc2)CC1,176.0,active
CHEMBL489512,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)N2CCN(C)CC2)c2ccccc2)CC1,187.0,active
CHEMBL491328,COC(=O)N[C@@H](CC(C)N1CCC(n2c(C)nnc2C(C)C)CC1)c1ccccc1,315.0,active
CHEMBL491679,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CC(F)(F)C2)c2ccccc2)CC1.Cl,1.3,active
CHEMBL491320,Cc1nnc(C(C)C)n1C1CCN([C@@H](C)C[C@H](NC(=O)C2CCC(F)(F)CC2)c2ccccc2)CC1,49.9,active
CHEMBL491319,Cc1nnc(C(C)C)n1C1CCN([C@H](C)C[C@H](NC(=O)C2CC(F)(F)C2)c2ccccc2)CC1,0.48,active
CHEMBL489324,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CCC(F)(F)CC2)c2ccccc2)CC1.Cl,62.0,active
CHEMBL3085107,Cc1nc(C(C)C)n([C@@H]2C[C@H]3CC[C@@H](C2)N3CC[C@H](NC(=O)C2CCC(F)(F)CC2)c2ccccc2)n1,1.4,active
CHEMBL469649,CCCCCCCC/C=C\c1c(C)c(/C=C\CCCCCCCC)c2[n+](c1C)CCC2.O=C([O-])C(F)(F)F,1000.0,active
CHEMBL449278,CC(=O)O[C@@H]1[C@@H]2O[C@H]2[C@@](C)(O)C(=O)[C@@H](C)C/C=C/[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4ccccc4)NC(=O)[C@@]312,60000.0,inactive
CHEMBL469855,CC(C)=CCC[C@H](C)[C@H]1CC[C@]2(C)C[C@H]3[C@H](C(=O)C[C@@]3(C)O)/C(C=O)=C\C[C@@H]12,40000.0,inactive
CHEMBL469856,CC1OC(=O)c2c3c(c(O)c(O)c21)OC(C)(C)CC3,20000.0,inactive
CHEMBL500523,O=C(c1ccco1)N1CCC(OCCN2CCC3(CC2)C(=O)NCN3c2ccccc2)(c2ccc(Cl)c(Cl)c2)CC1,3467.37,intermediate
CHEMBL3084500,Cc1nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2cccc(Cl)c2)CCN(C(=O)OC(C)(C)C)CC1,5.012,active
CHEMBL3084499,Cc1nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2cccc(Cl)c2)CCN(C(=O)C(C)(C)C)CC1,1.0,active
CHEMBL3084498,Cc1nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2ccc(Cl)c(Cl)c2)CCN(C(=O)OC(C)(C)C)CC1,29.51,active
CHEMBL3084497,Cc1nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2ccc(Cl)c(Cl)c2)CCN(C(=O)C(C)(C)C)CC1,7.244,active
CHEMBL3084496,Cc1nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2cccc(Cl)c2)CCN(C(=O)c2ccccc2)CC1,5.248,active
CHEMBL3084492,Cc1nc2ccccc2n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2ccccc2)CCN(C(=O)c2ccccc2)CC1,5.012,active
CHEMBL3084495,Cc1nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2ccc(Cl)c(Cl)c2)CCN(C(=O)c2ccccc2)CC1,15.85,active
CHEMBL3084494,Cc1nc2ccccc2n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2ccccc2)CCN(C(=O)C2CCCC2)CC1,19.95,active
CHEMBL3084493,Cc1nc2ccccc2n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2ccccc2)CCN(C(=O)OCc2ccccc2)CC1,63.1,active
CHEMBL3084491,Cc1nc2ccccc2n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2ccccc2)CCN(C(=O)OC(C)(C)C)CC1,63.1,active
CHEMBL492292,CC(C)(C)OC(=O)N1CCC(CCN2CCC3(CC2)C(=O)NCN3c2ccccc2)(c2ccccc2)CC1,4570.88,intermediate
CHEMBL505556,Cc1nc2ccccc2n1C1CC2COCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2ccccc2)CC1,3162.28,intermediate
CHEMBL524159,CC(C)(C)OC(=O)N1CCC(CCCN2CCC3(CC2)C(=O)NCN3c2ccccc2)(c2ccccc2)CC1,8511.38,intermediate
CHEMBL492897,CC(C)(C)OC(=O)N1CCC(CCCN2CCC(n3c(=O)[nH]c4ccccc43)CC2)(c2ccccc2)CC1,3981.07,intermediate
CHEMBL492854,CC(C)(C)OC(=O)N1CCC(CCCN2CCC(n3c(=O)[nH]c4ccccc43)CC2)(c2ccc(Cl)c(Cl)c2)CC1,7943.28,intermediate
CHEMBL3084490,Cc1nc2ccccc2n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CCCC1(c2ccccc2)CCN(C(=O)c2ccccc2)CC1,1258.93,intermediate
CHEMBL3084489,Cc1nc2ccccc2n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CCCC1(c2ccccc2)CCN(C(=O)c2ccco2)CC1,5011.87,intermediate
CHEMBL3084488,Cc1nc2ccccc2n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CCCC1(c2ccc(Cl)c(Cl)c2)CCN(C(=O)OC(C)(C)C)CC1,19952.62,inactive
CHEMBL3084487,Cc1nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2CCCC1(c2ccccc2)CCN(C(=O)OC(C)(C)C)CC1,31622.78,inactive
CHEMBL26790,O=C1CCC(CCCN2CCC(n3c(=O)[nH]c4ccccc43)CC2)(c2ccc(Cl)c(Cl)c2)CN1Cc1ccccc1,19952.62,inactive
CHEMBL503631,O=C1CCC(CCCN2CCC3(CC2)C(=O)NCN3c2ccccc2)(c2ccc(Cl)c(Cl)c2)CN1Cc1ccccc1,1000.0,active
CHEMBL509298,O=C(c1ccccc1)N1CCCC(CCCN2CCC3(CC2)C(=O)NCN3c2ccccc2)(c2ccc(Cl)c(Cl)c2)C1,446.68,active
CHEMBL440465,O=C(c1ccccc1)N1CCCC(CCCN2CCC(n3c(=O)[nH]c4ccccc43)CC2)(c2ccc(Cl)c(Cl)c2)C1,1584.89,intermediate
CHEMBL454841,NC(=O)C1(Nc2ccccc2)CCN(CCCC2(c3ccc(Cl)c(Cl)c3)CCCN(C(=O)c3ccccc3)C2)CC1,31622.78,inactive
CHEMBL495297,O=C1NCN(c2ccccc2)C12CCN(CCCC1(c3ccc(Cl)c(Cl)c3)CCN(Cc3ccco3)C1)CC2,5248.07,intermediate
CHEMBL522493,O=C(c1ccco1)N1CCC(CCCN2CCC3(CC2)C(=O)NCN3c2ccccc2)(c2ccc(Cl)c(Cl)c2)C1,141.25,active
CHEMBL444915,CN1CN(c2ccccc2)C2(CCN(CCCC3(c4ccc(Cl)c(Cl)c4)CCN(C(=O)c4ccco4)C3)CC2)C1=O,7079.46,intermediate
CHEMBL507223,O=C(c1ccco1)N1CCC(CCCN2CCC3(CC2)C(=O)NC(=O)N3c2ccccc2)(c2ccc(Cl)c(Cl)c2)C1,31622.78,inactive
CHEMBL493884,O=C(c1ccco1)N1CCC(CCCN2CCC3(CC2)C(=O)NCN3C2CCCCC2)(c2ccc(Cl)c(Cl)c2)C1,31622.78,inactive
CHEMBL495298,O=C(c1ccco1)N1CCC(CCN2CCC3(CC2)C(=O)NCN3c2ccccc2)(c2ccccc2)C1,9332.54,intermediate
CHEMBL521699,O=C(c1ccco1)N1CCC(CCN2CCC3(CC2)C(=O)NCN3c2ccccc2)(c2ccc(Cl)c(Cl)c2)C1,1479.11,intermediate
CHEMBL449125,O=C1CC(CCCN2CCC3(CC2)C(=O)NCN3c2ccccc2)(c2ccc(Cl)c(Cl)c2)CN1Cc1ccccc1,1023.29,intermediate
CHEMBL495291,O=C1CC(CCN2CCC3(CC2)C(=O)NCN3c2ccccc2)(c2ccc(Cl)c(Cl)c2)CN1Cc1ccccc1,9332.54,intermediate
CHEMBL502593,O=C1NCN(c2ccccc2)C12CCN(CCOC1(c3ccc(Cl)c(Cl)c3)CCN(S(=O)(=O)c3ccccc3)C1)CC2,20417.38,inactive
CHEMBL521529,O=C(C1CCCC1)N1CCC(OCCN2CCC3(CC2)C(=O)NCN3c2ccccc2)(c2ccc(Cl)c(Cl)c2)C1,4786.3,intermediate
CHEMBL522158,O=C(c1ccco1)N1CCC(OCCN2CCC3(CC2)C(=O)NCN3c2ccccc2)(c2ccc(Cl)c(Cl)c2)C1,3981.07,intermediate
CHEMBL448199,O=C1NCN(c2ccccc2)C12CCN(CCOC1(c3ccc(Cl)c(Cl)c3)CCN(S(=O)(=O)c3ccccc3)CC1)CC2,2398.83,intermediate
CHEMBL3084501,Cc1nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2ccc(Cl)c(Cl)c2)CCN(C(=O)OC(C)(C)C)C1,776.25,active
CHEMBL501077,O=C1NCN(c2ccccc2)C12CCN(CCCC1(c3ccc(Cl)c(Cl)c3)CN(S(=O)(=O)c3ccccc3)C1)CC2,9120.11,intermediate
CHEMBL519317,C=C(C)[C@H]1CC[C@@]2(C)CC[C@]3(C)C[C@H]4[C@@H](C)CC(=O)[C@H]4/C(C=O)=C\C[C@H]3[C@H]12,9000.0,intermediate
CHEMBL484427,C=C(C)[C@H]1CC[C@@]2(C)CC[C@]3(C)C[C@H]4[C@@H](C)C[C@@]5(O)OC/C(=C/C[C@H]3[C@H]12)[C@@H]45,32000.0,inactive
CHEMBL459020,COC1C(=O)OC(C)c2c(O)c(O)c3c(c21)CCC(C)(C)O3,154000.0,inactive
CHEMBL512035,CC1OC(=O)C=C2C3=C(OC(C)(C)CC3)C(=O)C(O)=C21,21000.0,inactive
CHEMBL470510,CC(C)C[C@H](C(=O)O)N1C[C@H](CN2CCC(CCS(=O)(=O)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,0.8995,active
CHEMBL471920,CC(C)C[C@H](C(=O)O)N1C[C@H](CN2CCC(CCC(F)(F)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,0.5,active
CHEMBL520091,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,0.2301,active
CHEMBL449758,CCc1nc(Cc2ccccc2)oc1C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2ccccc2)CC1,0.8892,active
CHEMBL471251,CCc1nc(Cc2ccccc2)sc1C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2ccccc2)CC1,0.7603,active
CHEMBL480890,CCc1nc(Cc2ccccc2)sc1C1CCN(C[C@H]2CN([C@H](CC(C)C)C(=O)O)C[C@@H]2c2ccccc2)CC1,1.0,active
CHEMBL516027,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cn4cccnc4n3)CC2)[C@@H](c2cccc(F)c2)C1,199.99,active
CHEMBL511634,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cc(Cc4ccccc4)no3)CC2)[C@@H](c2ccccc2)C1,0.7998,active
CHEMBL471542,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cc(Cc4ccccc4)on3)CC2)[C@@H](c2ccccc2)C1,1.199,active
CHEMBL499483,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cc(C(F)(F)c4ccccc4)n[nH]3)CC2)[C@@H](c2ccccc2)C1,2.099,active
CHEMBL465416,CCn1nc(C(C)(C)c2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,6.902,active
CHEMBL464132,Cn1nnc(-c2ccc(CCCC3(O)CCN(C[C@H]4CN(CC5CCCCC5)C[C@@H]4c4ccccc4)CC3)cc2)n1,0.3999,active
CHEMBL468150,C=C(Cc1ccccc1)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,3.597,active
CHEMBL471909,CC(C)C[C@H](C(=O)O)N1C[C@H](CN2CCC(CCSc3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,0.7998,active
CHEMBL455073,O=C(O)[C@@H](CC1CCCCC1)N1C[C@H](CN2CCC(CCC(F)(F)c3ccc(F)cc3)CC2)[C@@H](c2ccccc2)C1,0.2999,active
CHEMBL504250,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(CCC(OCCO)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,3.698,active
CHEMBL511493,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,0.2301,active
CHEMBL500631,CCc1nc(Cc2ccccc2)[nH]c1C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2ccccc2)CC1,0.5702,active
CHEMBL472412,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3[nH]c(Cc4ccccc4)nc3Cl)CC2)[C@@H](c2ccccc2)C1,0.5998,active
CHEMBL474838,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3nnc4ccccn34)CC2)[C@@H](c2cccc(F)c2)C1,11.99,active
CHEMBL499793,CC(C)(c1ccccc1)c1cc(C2CCN(C[C@H]3CN([C@@H](C(=O)O)C4CCCCC4)C[C@@H]3c3ccccc3)CC2)[nH]n1,11.51,active
CHEMBL495654,C/C=C(\C)[C@@H]1CC[C@@H]2C[C@H](C)C[C@H](C)[C@H]2[C@@H]1/C(O)=C1/C(=O)N[C@H](C[C@](C)(O)C(=O)O)C1=O,1200.0,intermediate
CHEMBL495854,C/C=C(\C)[C@@H]1CC[C@@H]2C[C@H](C)C[C@H](C)[C@H]2[C@@H]1/C(O)=C1/C(=O)N[C@H](C[C@@](C)(O)C(=O)O)C1=O,79000.0,inactive
CHEMBL452864,C1=C(CS/C(=N\C2CCCCC2)NC2CCCCC2)N2CCN=C2S1,3000.0,intermediate
CHEMBL517893,Cc1ccnc(C)c1C(=O)N1CCC(N(C)C2CN(C(c3ccccc3)c3ccccc3)C2)CC1,24.0,active
CHEMBL458351,Cc1ccnc(C)c1C(=O)N1CCC(N2CC3CCC(C2)N3C(c2ccccc2)c2ccccc2)CC1,313.0,active
CHEMBL514749,Cc1ccnc(C)c1C(=O)N1CCC(N2C3CCC2CN(C(c2ccccc2)c2ccccc2)C3)CC1,41.0,active
CHEMBL459985,Cc1ccnc(C)c1C(=O)N1CC(N(C)C2CCN(C(c3ccccc3)c3ccccc3)CC2)C1,102.0,active
CHEMBL459986,Cc1ccnc(C)c1C(=O)NCCN1CCCC(CC(c2ccccc2)c2ccccc2)C1,56.0,active
CHEMBL471844,CC(=O)NC(c1ccccc1)C1CN(C2CCN(C(=O)c3c(C)cccc3C)CC2)C1,2490.0,intermediate
CHEMBL471403,Cc1cccc(C)c1C(=O)N1CCC(N2CCC(CNC(=O)C3CC3)(Cc3ccccc3)CC2)CC1,145.0,active
CHEMBL481068,Cc1cccc(C)c1C(=O)N1[C@@H]2CC[C@H]1C[C@H](N1CC[C@@H](N(Cc3ccccc3)C(=O)C3CC3)C1)C2,1.0,active
CHEMBL471623,Cc1cccc(C)c1C(=O)N1CCC(N2CC[C@@H](N(Cc3ccccc3)C(=O)C3CC3)C2)CC1,1.0,active
CHEMBL470578,Cc1cccc(C)c1C(=O)N1CCC(N2CC[C@H](N(Cc3ccccc3)C(=O)C3CC3)C2)CC1,1230.0,intermediate
CHEMBL472260,Cc1cccc(C)c1C(=O)N1CCC(N2CCC(N(Cc3ccccc3)C(=O)C3CCC3)CC2)CC1,3.0,active
CHEMBL472464,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)C(=O)C3CC3)CC2)CC1,0.5,active
CHEMBL471218,Cc1cccc(C)c1C(=O)N1CCC(N2CC(N(Cc3ccccc3)C(=O)C3CC3)C2)CC1,5800.0,intermediate
CHEMBL515193,CCN(C(=O)NCc1ccc(Cl)c(Cl)c1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,0.003,active
CHEMBL460845,CCN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,0.05,active
CHEMBL457043,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,0.07,active
CHEMBL461687,CCN(C(=O)NCc1ccccc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,0.16,active
CHEMBL459384,CCN(C(=O)Cc1ccc(Cl)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,0.34,active
CHEMBL456226,CCN(C(=O)Cc1ccc(C(F)(F)F)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,0.48,active
CHEMBL461690,CCN(C(=O)Cc1ccc(F)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,0.94,active
CHEMBL457044,CCN(C(=O)Cc1cccc(Cl)c1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,1.54,active
CHEMBL469724,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,2.0,active
CHEMBL457960,CCN(C(=O)Cc1ccc(Cl)cc1Cl)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,2.33,active
CHEMBL461689,CCN(C(=O)OCc1ccccc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,3.16,active
CHEMBL459567,CCN(C(=O)Oc1ccc(Cl)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,3.4,active
CHEMBL518640,CCN(C(=O)Oc1ccc(F)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,3.63,active
CHEMBL458157,CCN(C(=O)Cc1ccc(C)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,3.76,active
CHEMBL460628,CCN(C(=O)c1ccc(F)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,4.83,active
CHEMBL518794,CCN(C(=O)Cc1ccc(OC)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,5.0,active
CHEMBL459571,Cc1nnc(C(C)C)n1C1CCN(CC[C@H](NC(=O)C2CCC(F)(F)CC2)c2ccccc2)CC1,7.5,active
CHEMBL514410,CCN(C(=O)Cc1ccccc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,13.4,active
CHEMBL456019,CCN(C(=O)Cc1ccc(OC)cc1)[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC1)c1ccccc1,14.0,active
CHEMBL456224,CCN(C(=O)Cc1ccccc1OC)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,17.9,active
CHEMBL459599,Cc1noc(C2CCN(C(C)C[C@H](NC(=O)C3CCC3)c3ccccc3)CC2)n1,21.4,active
CHEMBL460629,CCN(C(=O)c1ccc(Cl)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,25.3,active
CHEMBL459378,CCN(C(=O)c1ccc(Cl)c(Cl)c1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,33.7,active
CHEMBL469542,Cc1nnc(C)n1C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,37.5,active
CHEMBL460630,COc1ccc(CC(=O)NC2CCN(CC[C@H](NC(=O)C3CCC3)c3ccccc3)CC2)cc1,48.0,active
CHEMBL518326,CCN(C(=O)c1ccc(OC)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,64.4,active
CHEMBL460008,CCN(C(=O)c1ccccc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,73.5,active
CHEMBL459600,CC(C)c1noc(C2CCN(C(C)C[C@H](NC(=O)C3CCC3)c3ccccc3)CC2)n1,94.6,active
CHEMBL460217,CC(C[C@H](NC(=O)C1CCC1)c1ccccc1)N1CCC(c2[nH]ncc2-c2ccncc2)CC1,382.0,active
CHEMBL459598,CC(C[C@H](NC(=O)C1CCC1)c1ccccc1)N1CCC(c2nnc(CN(C)C)o2)CC1,540.0,active
CHEMBL516939,Cc1nnc(C2CCN(C(C)C[C@H](NC(=O)C3CCC3)c3ccccc3)CC2)o1,1849.0,intermediate
CHEMBL460009,CC(C[C@H](NC(=O)C1CCC1)c1ccccc1)N1CCC(n2cc(-c3ccccc3)[nH]c2=O)CC1,2310.0,intermediate
CHEMBL461688,CCN(C(=O)N(C)c1ccccc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,6430.0,intermediate
CHEMBL456425,CCN(C(=O)C(C)(C)c1ccccc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,25000.0,inactive
CHEMBL604375,CC(=O)N1CCC(CCN2C[C@@H]3CN(C(=O)c4c(C)ncnc4C)C[C@@H]3C2)(c2cccc(F)c2)CC1,500.0,active
CHEMBL596299,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)C(C)C)CC3)C[C@H]2C1,102.0,active
CHEMBL595760,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)C(C)(C)C)CC3)C[C@H]2C1,59.0,active
CHEMBL595559,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)CC(C)(C)C)CC3)C[C@H]2C1,339.0,active
CHEMBL595570,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)C(C)(C)CO)CC3)C[C@H]2C1,167.0,active
CHEMBL595584,Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)C(C)(C)C)CC3)C[C@H]2C1,15.0,active
CHEMBL596519,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CCN(C(=O)C4CCCC4)C3)C[C@H]2C1,116.0,active
CHEMBL595610,Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CCN(C(=O)C4CCCC4)C3)C[C@H]2C1,46.0,active
